66743,67077,jay z,hip hop,4
67078,67102,jay z kanye west,hip hop,0
67103,67148,jeremih,hip hop,1.8
67149,67193,jhene aiko,hip hop,0.2
67194,67221,john cena,hip hop,0
67222,67380,justin timberlake,hip hop,14.5
67381,67625,kanye west,hip hop,4
67626,67700,karmin,pop,0.1
67701,67702,karol conka,hip hop,1.6
67703,67780,kehlani,hip hop,1.5
67781,67885,keke palmer,hip hop,0
67886,67991,kevin gates,hip hop,0.1
67992,68013,kevin rudolf,pop,0
68014,68117,kid cudi,hip hop,0.5
68118,68150,kreayshawn,hip hop,0.1
68151,68159,kris kross,hip hop,0
68160,68163,kyle lucas,hip hop,0
68164,68260,lecrae,hip hop,0.3
68261,68265,lil chuckee,hip hop,0
68266,68363,lil jon the east side boyz,hip hop,1
68364,68393,lil mama,hip hop,0
68394,69033,lil wayne,Pop,0.1
69034,69040,linkin park jay z,rock,0
69041,69173,lloyd banks,hip hop,0.1
69174,69242,lmfao,pop,0.7
69243,69382,m i a,hip hop,0.9
69383,69609,mac miller,hip hop,1.4
69610,69647,mack maine,hip hop,0
69648,69650,maddiba,hip hop,0
69651,69651,malik mustache,hip hop,0
69652,69939,mary j blige,hip hop,0
69940,69940,matheus c maraj,hip hop,0
69941,69941,matue,hip hop,4.7
69942,70059,meek mill,hip hop,0.5
70060,70060,mika means,hip hop,0
70061,70096,mindless behavior,hip hop,0
70097,70106,m v p,hip hop,0
70107,70191,mystikal,hip hop,0
70192,70228,n dubz,hip hop,0
70229,70344,nate dogg,hip hop,0.6
70345,70661,ne yo,hip hop,6.1
70662,70662,negra li,hip hop,0.9
70663,70853,nelly,hip hop,3.1
70854,70977,nelly furtado,pop,2
70978,70978,nellyy chris,pop,0
70979,71272,nicki minaj,pop,13.9
71273,71396,nicole scherzinger,pop,0.7
71397,71475,obie trice,hip hop,0.1
71476,71478,ojay,hip hop,0
71479,71629,omarion,hip hop,0.2
71630,71632,pablo nunes,hip hop,0
71633,71657,pac div,hip hop,0
71658,71661,papteezy,hip hop,0
71662,71666,patrona,hip hop,0
71667,71762,pharrell williams,pop,4
71763,71967,pitbull,pop,2.6
71968,72004,pj morton,pop,0
72005,72101,plies,hip hop,0.1
72102,72102,preck,hip hop,0
72103,72235,puff daddy,hip hop,1.7
72236,72238,rafael viva,hip hop,0
72239,72310,ray j,hip hop,0.2
72311,72577,rihanna,pop,40
72578,72618,rizzle kicks,hip hop,0
72619,72633,robot tank,hip hop,0
72634,72638,scarub,hip hop,0
72639,72730,sean kingston,pop,1.9
72731,72910,sean paul,hip hop,14.7
72911,73009,shanell,pop,0.1
73010,73016,short dawg,hip hop,0
73017,73048,slum village,hip hop,0
73049,73507,snoop dogg,hip hop,5
73508,73520,snoop dogg and wiz khalifa,hip hop,0
73521,73522,sonreal,hip hop,0
73523,73553,souleye,hip hop,0
73554,73807,soulja boy,hip hop,2.9
73808,73841,sticky fingaz,hip hop,0
73842,74015,t pain,hip hop,0.5
74016,74279,t i,hip hop,0.9
74280,74504,the game,hip hop,0.5
74505,74579,the lonely island,hip hop,0.5
74580,74658,the pussycat dolls,hip hop,3.4
74659,74823,timbaland,hip hop,1
74824,74949,tinashe,hip hop,0.6
74950,75002,tinie tempah,hip hop,0.2
75003,75003,tom tnf,hip hop,0
75004,75015,torion sellers,hip hop,0
75016,75048,travie mccoy,hip hop,0.4
75049,75071,travis barker,hip hop,0
75072,75478,2pac tupac shakur,hip hop,10
75479,75486,twenty88,hip hop,0
75487,75614,twista,hip hop,0.2
75615,75763,tyga,hip hop,1.4
75764,76041,usher,hip hop,4.3
76042,76114,velozes e furiosos,hip hop,2
76115,76140,vince staples,hip hop,0.1
76141,76165,vinnie paz,hip hop,0
76166,76218,waka flocka flame,hip hop,0.1
76219,76301,wale,hip hop,0.3
76302,76452,will smith,hip hop,0.8
76453,76559,will i am,hip hop,0.9
76560,76639,willow smith,pop,0.4
76640,76920,wiz khalifa,hip hop,8.7
76921,76947,wretch 32,hip hop,0
76948,77111,wu tang clan,hip hop,0.4
77112,77249,wyclef jean,hip hop,0.2
